str_no_string|NO STRING!
str_ms_t_upgrade_officer_cavalry_long_descr_fac2|Mounted combat skills require training and knowledge. Without proper drills, a cavalry unit is not much good.
str_ms_t_upgrade_officer_cavalry_long_descr_fac3|Mounted combat skills require training and knowledge. Without proper drills, a cavalry unit is not much good.
str_ms_t_upgrade_officer_cavalry_long_descr_fac4|Mounted combat skills require training and knowledge. Without proper drills, a cavalry unit is not much good.
str_ms_t_upgrade_officer_cavalry_long_descr_fac5|Mounted combat skills require training and knowledge. Without proper drills, a cavalry unit is not much good.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac1|There's been a lot of talk about the new cavalry captain.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac2|There's been a lot of talk about the new cavalry commander.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac3|There's been a lot of talk about the new aga.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac4|There's been a lot of talk about the dragoon captain.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac5|There's been a lot of talk about the new yesaul.
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac1|Guard Commander
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac2|Guard Commander
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac3|Guard Commander
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac4|Guard Commander
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac5|Guard Commander
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac1|There should always be a captain in the regiments to uphold discipline and train recruits.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac2|The task of the regiment commander is to train men of war -- to drill them on holding the pike and shooting their guns.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac3|Musket shooting is no easy task. Turkish masters are invited to train recruits.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac4|A commander must always oversee the infantrymen, to uphold order and train recruits.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac5|A commander must always oversee his Cossacks, to uphold order and train recruits.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac1|Word has it that a new infantry commander was appointed.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac2|Word has it that a new marksman commander was appointed.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac3|Muskets rumble through the city - the new azab-aga is training the recruits quite well.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac4|Word has it that a new infantry captain has been appointed.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac5|Word has it that a new commander was appointed.
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac1|Heavy Cavalry Commander
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac2|Heavy Cavalry Commander
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac3|Heavy Cavalry Commander
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac4|Heavy Cavalry Commander
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac5|Heavy Cavalry Commander
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac1|The heavy cavalry commander's task is to train Cossacks and make sure they can shoot accurately.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac2|The commander's task is simple. Gather a militia from the estate cavalry, and recruit them into service.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac3|Training elite warriors is not cheap, but it is certainly worth the expense.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac4|Training cuirassiers takes a lot of time and money, but it's worth it. Few can survive an onslaught of a cuirassier company.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac5|Guards may not be as potent as hussars, but they will do their job well enough. Your army cannot succeed without them.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac1|There is much talk about the new commander.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac2|There is much talk about the new commander.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac3|There's quite a lot of excitement in the city. The beshli-aga trains his new warriors as if they were to fight for the Khan himself!
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac4|There is much talk about the new cuirassier captain.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac5|Personal Guard Captain
str_ms_t_upgrade_officer_elite_guard_short_descr_fac1|Personal Guard Captain
str_ms_t_upgrade_officer_elite_guard_short_descr_fac2|Personal Guard Captain
str_ms_t_upgrade_officer_elite_guard_short_descr_fac3|Personal Guard Captain
str_ms_t_upgrade_officer_elite_guard_short_descr_fac4|Personal Guard Captain
str_ms_t_upgrade_officer_elite_guard_short_descr_fac5|Personal Guard Captain
str_ms_t_upgrade_officer_elite_guard_long_descr_fac1|Winged hussars by right are thought of as elite forces of the Polish Commonwealth. An army which has even a single company of winged hussars sports a far greater chance of victory.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac2|The noble cavalry is well-armed and trained. Any foe can fall before its onslaught.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac3|Our heavy cavalry is considered best in Europe, and they have well earned their distinction!
str_ms_t_upgrade_officer_elite_guard_long_descr_fac4|Our Swedish Reiters are by right the elite troops of the Swedish army.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac5|The Zaporozhian cavalry are few in number, but their excellent battle training and discipline make them a deadly force on the battlefield.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac1|There is much talk about the new forces which shall bring us victory.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac2|There is much talk about the new forces which shall bring us victory.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac3|There is much talk about the new forces which shall bring us victory.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac4|There is much talk about the new forces which shall bring us victory.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac5|There is much talk about the new forces which shall bring us victory.
str_ms_t_upgrade_officer_mercenary_short_descr_fac1|Mercenary Captain
str_ms_t_upgrade_officer_mercenary_short_descr_fac2|Mercenary Captain
str_ms_t_upgrade_officer_mercenary_short_descr_fac3|Mercenary Captain
str_ms_t_upgrade_officer_mercenary_short_descr_fac4|Mercenary Captain
str_ms_t_upgrade_officer_mercenary_short_descr_fac5|Mercenary Captain
str_ms_t_upgrade_officer_mercenary_long_descr_fac1|Mercenaries are always of use. They are weathered men, and capable with the sword. A mercenary captain can pick the best fighters around.
str_ms_t_upgrade_officer_mercenary_long_descr_fac2|Mercenaries are always of use. They are weathered men, and capable with the sword. A mercenary captain can pick the best fighters around.
str_ms_t_upgrade_officer_mercenary_long_descr_fac3|Mercenaries are always of use. They are weathered men, and capable with the sword. A mercenary captain can pick the best fighters around.
str_ms_t_upgrade_officer_mercenary_long_descr_fac4|Mercenaries are always of use. They are weathered men, and capable with the sword. A mercenary captain can pick the best fighters around.
str_ms_t_upgrade_officer_mercenary_long_descr_fac5|Mercenaries are always of use. They are weathered men, and capable with the sword. A mercenary captain can pick the best fighters around.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac1|The city is a mix of nations, like ancient Babylon. There are many foreign mercenaries about.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac2|The city is a mix of nations, like ancient Babylon. There are many foreign mercenaries about.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac3|The city is a mix of nations, like ancient Babylon. There are many foreign mercenaries about.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac4|The city is a mix of nations, like ancient Babylon. There are many foreign mercenaries about.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac5|The city is a mix of nations, like ancient Babylon. There are many foreign mercenaries about.
str_ms_v_mill_short_descr_fac1|Mill
str_ms_v_mill_short_descr_fac2|Mill
str_ms_v_mill_short_descr_fac3|Mill
str_ms_v_mill_short_descr_fac4|Mill
str_ms_v_mill_short_descr_fac5|Mill
str_ms_v_mill_long_descr_fac1|Since men learned the art of baking bread, a mill is a fine source of income.
str_ms_v_mill_long_descr_fac2|Since men learned the art of baking bread, a mill is a fine source of income.
str_ms_v_mill_long_descr_fac3|Since men learned the art of baking bread, a mill is a fine source of income.
str_ms_v_mill_long_descr_fac4|Since men learned the art of baking bread, a mill is a fine source of income.
str_ms_v_mill_long_descr_fac5|Since men learned the art of baking bread, a mill is a fine source of income.
str_ms_v_mill_remour_descr_fac1|People say the old miller almost killed himself when he learned about the new mill.
str_ms_v_mill_remour_descr_fac2|The miller is spreading rumors that the new mill puts some foul stuff into their bread.
str_ms_v_mill_remour_descr_fac3|Bless Allah! Now there are several mills in the city, and the faithful can choose where to mill their grain.
str_ms_v_mill_remour_descr_fac4|Since the new mill was built, the price of flour has dropped.
str_ms_v_mill_remour_descr_fac5|Rumor has it that the miller is a sorcerer...
str_ms_v_barn_short_descr_fac1|Storehouse
str_ms_v_barn_short_descr_fac2|Storehouse
str_ms_v_barn_short_descr_fac3|Storehouse
str_ms_v_barn_short_descr_fac4|Storehouse
str_ms_v_barn_short_descr_fac5|Storehouse
str_ms_v_barn_long_descr_fac1|You can keep a reserve stock of grain in your own storehouse, which can then be sold at a favorable price.
str_ms_v_barn_long_descr_fac2|You can keep a reserve stock of grain in your own storehouse, which can then be sold at a favorable price.
str_ms_v_barn_long_descr_fac3|You can keep a reserve stock of grain in your own storehouse, which can then be sold at a favorable price.
str_ms_v_barn_long_descr_fac4|You can keep a reserve stock of grain in your own storehouse, which can then be sold at a favorable price.
str_ms_v_barn_long_descr_fac5|You can keep a reserve stock of grain in your own storehouse, which can then be sold at a favorable price.
str_ms_v_barn_remour_descr_fac1|People say that the lord keeps not only grain, but gold in the new storehouse.
str_ms_v_barn_remour_descr_fac2|I heard yesterday the warlord's shed was robbed. He had it coming.
str_ms_v_barn_remour_descr_fac3|The greedy Bek filled his barn with grain, and sells it at three times the price at the end of winter.
str_ms_v_barn_remour_descr_fac4|Our lord is cunning as a fox. Stored the grain in his shop and sells it for an inflated price.
